AGREGAÇÃO,LOCALIDADE,RECONHECIMENTO,GESTOR,TIPO,FONTE,EIXO,SUBEIXO,FINALIDADE,PAGO/CONCEDIDO,PAGO_CONCEDIDO_NUM,GESTOR_NOME,GESTOR_SIGLA_NOME
Municipal,ARROIO GRANDE,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,920077.0,920077.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARROIO GRANDE,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,2209129.8328478346,2209129.8328478346,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARROIO GRANDE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,3301372.39,3301372.39,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARROIO GRANDE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,1610054.51,1610054.51,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARROIO GRANDE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),1443000.0,1443000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARROIO GRANDE,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,27114013.25,27114013.25,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARROIO GRANDE,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,2371500.0,2371500.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,ARROIO GRANDE,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",200000.0,200000.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,ARROIO GRANDE,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,6302046.739999995,6302046.739999995,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,ARROIO GRANDE,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,38246.83,38246.83,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ARROIO GRANDE,Situação de Emergência,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",95718.0,95718.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ARROIO GRANDE,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,3716340.58,3716340.58,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ARROIO GRANDE,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,622216.0,622216.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ARROIO GRANDE,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,372250.89,372250.89,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ARVOREZINHA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,18360.0,18360.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ARVOREZINHA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,337572.0,337572.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ARVOREZINHA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,17475.0,17475.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ARVOREZINHA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,10869.6,10869.6,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ARVOREZINHA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,426829.0,426829.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARVOREZINHA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,899005.28,899005.28,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARVOREZINHA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,3266921.76,3266921.76,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARVOREZINHA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,1641595.0,1641595.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARVOREZINHA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),1520000.0,1520000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ARVOREZINHA,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,255000.0,255000.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,ARVOREZINHA,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",4631811.149999999,4631811.149999999,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,ARVOREZINHA,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,5001813.8,5001813.8,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,ARVOREZINHA,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,5230.4,5230.4,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ARVOREZINHA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,3248245.22,3248245.22,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ARVOREZINHA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,649017.0,649017.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ARVOREZINHA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,202647.55,202647.55,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,4590.0,4590.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,AUGUSTO PESTANA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,128336.0,128336.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,AUGUSTO PESTANA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,700.0,700.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,AUGUSTO PESTANA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,8108.0,8108.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,389092.0,389092.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,473702.60484024475,473702.60484024475,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,1576301.99,1576301.99,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,1116100.0,1116100.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),2000000.0,2000000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,4856835.42,4856835.42,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,4177579.940000003,4177579.940000003,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,2137.32,2137.32,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,1609080.5,1609080.5,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,340817.0,340817.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,AUGUSTO PESTANA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,184292.39,184292.39,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ÁUREA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,1938.0,1938.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ÁUREA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,61155.0,61155.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ÁUREA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,1800.0,1800.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ÁUREA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,4855.8,4855.8,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ÁUREA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,159293.0,159293.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ÁUREA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,397366.6761835749,397366.6761835749,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ÁUREA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,831685.1,831685.1,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ÁUREA,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,866026.94,866026.94,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ÁUREA,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,2045305.8899999994,2045305.8899999994,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,ÁUREA,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,5011.41,5011.41,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ÁUREA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,490772.54,490772.54,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ÁUREA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,97680.0,97680.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ÁUREA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,36670.92,36670.92,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BAGÉ,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,478788.0,478788.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BAGÉ,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,8403219.0,8403219.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BAGÉ,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,730979.0,730979.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BAGÉ,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,14875.2,14875.2,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BAGÉ,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,30400.0,30400.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BAGÉ,Situação de Emergência,MEC/MCTI,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação de Bolsas de Pós-Graduação,935333.2,935333.2,"Ministério da Educação / Ministério da Ciência, Tecnologia e Inovação","MEC/MCTI (Ministério da Educação / Ministério da Ciência, Tecnologia e Inovação)"
Municipal,BAGÉ,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,9653372.0,9653372.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BAGÉ,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,4381455.1,4381455.1,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BAGÉ,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),5188318.34,5188318.34,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BAGÉ,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,87372494.57,87372494.57,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BAGÉ,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,5100.0,5100.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BAGÉ,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,86561.19,86561.19,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,BAGÉ,Situação de Emergência,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",731217.0,731217.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,BAGÉ,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,5821374.0,5821374.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,98430.0,98430.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,1013169.0,1013169.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,244305.0,244305.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",9166.400000000001,9166.400000000001,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,32543.6,32543.6,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,815592.0,815592.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,110006.39949952335,110006.39949952335,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,723600.0,723600.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,540600.0,540600.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",262500.0,262500.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,5323842.189999994,5323842.189999994,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,22316.98,22316.98,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,711332.76,711332.76,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,591257.0,591257.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BALNEÁRIO PINHAL,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,202198.24,202198.24,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARÃO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,612.0,612.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,20138.0,20138.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,1800.0,1800.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,13532.800000000001,13532.800000000001,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BARÃO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,7600.0,7600.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BARÃO,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,475817.0,475817.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,418165.0219408503,418165.0219408503,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,1601816.0,1601816.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Municípios,Aval de operações de crédito a municípios,4700000.0,4700000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,214200.0,214200.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BARÃO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",887287.64,887287.64,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BARÃO,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,5802906.02,5802906.02,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARÃO,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,444158.0,444158.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,918.0,918.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,119642.0,119642.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,1350.0,1350.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,9192.6,9192.6,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,324987.0,324987.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,410787.8489544543,410787.8489544543,Ministério da Fazenda,MF (Ministério da Fazenda)
